tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia
CC,5216034258,Gabriela García,13041982,76,88,76,45,0
CE,4970253414,Luis López,20041956,99,55,99,22,0
CE,3795951708,Daniela Hernández,20121943,11,50,11,73,0
TI,8724138295,Luis García,03121969,8,26,8,1,0
CC,6839171968,María Martínez,19101987,97,30,97,78,1
TI,3598880203,Daniela Perez,16051977,91,88,91,53,0
TI,9298913850,Sofía Martínez,02051984,66,77,66,43,1
TI,2301756360,Manuela Castaneda,11061928,91,26,91,65,1
CC,9664982301,Carlos Hernández,05031969,15,100,15,100,1
CE,0409904248,Laura Martínez,05082005,68,55,68,19,1
TI,9639990962,Daniela Hernández,25061982,5,32,5,67,0
CE,6881525905,Sofía Perez,15061967,47,75,47,79,1
TI,8245176126,Daniela López,01021951,18,100,18,29,0
CE,1203217067,Gabriela Cartagena,28061979,86,67,86,75,1
TI,2813042145,Manuela López,28111998,91,36,91,26,0
CE,5691532810,Marcela Cartagena,11031950,81,75,81,99,1
CE,5240985944,Juan Martínez,28091996,95,92,95,74,0
CE,8957065905,Carlos Castaneda,17071964,86,87,86,60,1
CC,9264446943,María Hernández,04051978,95,100,95,44,0
CC,0858639603,Marcela Hernández,19121926,15,20,15,34,0
CC,0900493885,Carlos Castaneda,16061944,97,55,97,68,1
CE,9144971228,Miguel Cartagena,26032002,63,86,63,30,0
TI,5454558261,Gabriela Martínez,26101973,86,59,86,99,0
CE,4847112199,Sofía Hernández,16071999,85,41,85,97,0
TI,6028196133,Manuela García,21071999,23,6,23,77,1
CC,2969989798,Marcela González,17051935,11,31,11,4,1
CC,1556729602,Ana Murillo,05052009,18,65,18,67,0
TI,7203232058,Melissa Cartagena,01121945,66,88,66,81,1
CC,0932283303,Juan Rodríguez,25071939,73,74,73,15,1
CC,4383416056,Daniela Perez,13081951,73,43,73,55,1
CE,5377521513,Carlos Cifuentes,25072003,73,2,73,91,1
CE,1219843123,Daniela López,02101991,13,87,13,13,1
CE,3298537520,María Martínez,18071927,8,98,8,13,1
CE,6494812729,Melissa Cartagena,16011953,17,36,17,32,1
CC,2697338636,Sofía González,25091926,47,26,47,2,0
TI,2351205231,Laura González,16071935,99,36,99,98,1
TI,4803080410,Laura Cifuentes,14112003,20,65,20,50,1
TI,2503419851,Daniela Cartagena,18111940,76,40,76,60,1
CE,1957944010,Daniela Rodríguez,08061926,54,16,54,38,0
CE,3943224915,Sofía González,06021924,13,75,13,67,0
CC,9325894340,Daniela Castaneda,13022006,70,87,70,59,0
CE,8130602638,Marcela Rodríguez,09101937,15,58,15,15,1
CC,1127532995,Melissa Perez,04051925,15,62,15,55,1
TI,0687904652,Melissa Murillo,07092001,15,21,15,95,1
TI,2690356330,Miguel Hernández,19081976,13,88,13,58,1
TI,1400781087,David Rodríguez,12071954,20,34,20,52,0
CC,4672043969,Ana Murillo,01041997,99,86,99,87,0
CC,2703151768,Carlos Cartagena,22011999,81,44,81,16,1
TI,1637981389,Ana Murillo,02021973,73,73,73,53,1
CE,8782385714,Melissa Murillo,04041962,63,55,63,34,1
CE,2814650092,Juan García,01121975,50,43,50,81,1
CE,0003940453,Luis García,28092009,86,6,86,1,0
CE,4526251189,Melissa Hernández,20091965,63,32,63,99,1
CC,5184894922,Sofía Hernández,12021995,27,91,27,79,1
CE,6289818069,Laura Murillo,25061957,54,92,54,95,0
TI,4560170906,María Rodríguez,10121947,8,74,8,95,0
CC,4293485448,Daniela González,20081966,70,30,70,34,1
CC,0145451838,David Castaneda,23011972,54,3,54,77,1
CE,0758948290,Luis Murillo,12021958,54,62,54,88,0
CC,0878781713,Sofía Hernández,04091990,11,58,11,6,1
CC,9427180254,Gabriela Murillo,24041958,20,59,20,32,1
TI,0192217351,María Murillo,05031979,81,44,81,90,1
TI,0881794531,Manuela López,25121926,52,67,52,99,0
CC,2703643053,Ana Hernández,04091951,63,4,63,31,0
TI,2858988801,Miguel Castaneda,09031937,44,35,44,30,1
CC,5512941000,Melissa Cifuentes,26021993,97,99,97,90,1
CC,7151496024,Marcela Castaneda,27092003,54,35,54,32,0
CE,5145602920,Melissa López,28081953,50,51,50,3,0
CE,1919517654,María Cartagena,16081983,85,67,85,51,1
TI,6886930364,Marcela Hurtado,13091959,5,20,5,40,0
CE,4468260629,Marcela Perez,04101977,19,65,19,11,1
CC,7172058501,Juan García,11051987,63,99,63,44,1
CC,6177069881,Daniela Hurtado,23022004,91,25,91,98,0
CC,4870977754,Miguel Hurtado,03022008,63,24,63,3,1
CC,8899473689,Marcela Cifuentes,06031932,44,62,44,97,1
CE,3305534687,David Perez,19082004,70,2,70,59,0
TI,8535319852,Luis Martínez,05072003,52,10,52,30,1
CC,7428767016,Marcela Cifuentes,21051918,23,77,23,97,1
CC,0395609972,Juan Perez,03091957,63,44,63,43,1
TI,1336298075,Daniela Perez,24111989,13,99,13,2,0
CC,9072425121,David Perez,19121965,66,15,66,50,0
CE,4285665607,Melissa Cifuentes,14102002,5,91,5,52,0
CC,4513449982,Luis López,20041929,70,60,70,6,1
TI,4949830084,Laura Martínez,23121926,19,77,19,20,0
TI,3989546216,David López,27071998,70,11,70,65,1
CC,2244887648,Melissa Rodríguez,11011947,99,38,99,93,0
CE,1960364449,Sofía Cartagena,06122016,13,3,13,68,1
TI,9960306169,Laura Rodríguez,20071936,20,43,20,34,0
TI,8448374084,Daniela Castaneda,24071988,76,78,76,90,1
CE,1717024707,Marcela Perez,07101963,85,24,85,53,1
CC,8406733472,Daniela Castaneda,28101929,95,53,95,20,0
CE,8830641543,Juan Hernández,14122006,91,60,91,77,1
TI,2168302630,Melissa Cifuentes,01041990,76,54,76,62,0
CE,3175070257,María García,07011939,91,52,91,74,1
TI,2116566818,Manuela Cartagena,18011986,94,77,94,24,0
CE,5086380204,Miguel Cifuentes,17091998,88,19,88,87,0
CC,4393538383,Manuela Hurtado,03031988,52,87,52,65,0
CE,7291305470,Carlos García,20011923,68,74,68,78,1
TI,8071538827,Miguel González,15011931,41,53,41,88,0
CE,5223819017,Juan Cartagena,09121930,23,74,23,77,0
CE,2870997217,Manuela Martínez,11022003,68,19,68,16,1
CC,5093555346,Juan Martínez,16031943,44,51,44,51,0
CE,5702071435,Melissa González,02121979,47,65,47,38,1
TI,8198626937,Laura Hernández,09081945,86,55,86,29,1
CE,7683483451,Marcela García,23031969,97,10,97,68,0
CE,7416970086,Miguel Murillo,22031991,47,86,47,43,0
CC,1369342013,David Murillo,15021998,73,81,73,3,0
TI,0093385471,Marcela Hurtado,22021957,8,30,8,79,0
CC,3428693381,Luis Rodríguez,08111948,50,97,50,79,0
TI,8207791640,David Perez,23121933,54,20,54,29,0
TI,5818535149,David Cifuentes,05081962,70,29,70,26,0
CC,2715729637,Daniela García,26102009,50,30,50,97,0
CC,8142260990,Melissa Cifuentes,03021933,76,52,76,38,1
TI,9342451804,Carlos Hernández,11021932,81,54,81,44,1
TI,4624410895,Melissa García,19021926,54,52,54,51,0
TI,1814527296,Daniela García,02011965,91,13,91,31,1
CC,2912378768,Juan Cifuentes,10091944,19,1,19,97,0
TI,0068212268,Melissa Hurtado,23121937,19,1,19,53,0
CC,7596871944,Ana Hurtado,18051983,88,53,88,16,1
CE,2085732086,Carlos Hurtado,10091974,52,36,52,3,0
CE,6687808475,María Rodríguez,23122006,88,29,88,43,1
CC,1854184554,Ana Castaneda,02071967,95,20,95,92,0
CC,7934555374,Manuela Hurtado,15051922,8,34,8,38,1
CE,1851191534,Gabriela López,19011987,23,95,23,16,0
CE,7037922878,Miguel González,14091931,41,74,41,97,1
TI,7579252388,Sofía Castaneda,15021968,91,54,91,31,1
CE,6244633772,David Hurtado,09031981,97,32,97,92,1
TI,7098612483,Miguel Castaneda,19111941,76,90,76,36,1
CE,4208183929,María García,06111992,54,79,54,34,0
TI,4933771187,María García,28051996,23,40,23,54,0
CE,9982168485,Manuela López,07061936,95,68,95,41,0
TI,0528202643,Juan García,18091985,97,94,97,86,1
TI,6207522194,Manuela González,23111999,25,58,25,87,0
CE,5075565730,Ana Castaneda,28081979,19,31,19,98,1
CE,0566311443,David Hurtado,02061998,8,35,8,45,0
CC,7041393692,Luis Martínez,26071982,47,22,47,1,0
CE,7641624828,Miguel González,25021992,18,73,18,29,1
CE,8938715131,Daniela Martínez,07071982,63,32,63,68,1
CE,0123945179,Laura López,07111941,47,98,47,50,0
CE,1403970876,Daniela Murillo,04021948,23,16,23,38,0
CC,7859284272,Melissa Cifuentes,16101983,17,75,17,59,1
CC,8690687751,Laura Hurtado,12122005,66,86,66,86,1
TI,1512149626,Gabriela Perez,23011940,44,19,44,43,0
CC,8708674650,Manuela Rodríguez,26081969,95,52,95,55,1
TI,0139552625,Ana López,05121932,95,22,95,32,0
CC,5925316488,Juan Perez,20041956,13,62,13,77,1
CE,8792965364,Manuela González,20071924,95,10,95,79,0
CC,1882624081,Melissa Cifuentes,05021961,97,75,97,47,0
CC,9806151505,Daniela García,17061955,19,67,19,79,0
TI,5457809013,Marcela Hurtado,06101995,8,95,8,75,1
CE,8451474836,María Hernández,08062002,88,77,88,98,0
CE,3149499078,Manuela García,01091978,15,52,15,6,0
TI,4653959336,Sofía Hernández,08081999,66,78,66,99,0
TI,4553188965,Miguel Murillo,04051955,81,32,81,60,0
CE,9051457108,Melissa López,28041926,66,45,66,86,1
TI,8348577554,Marcela Cifuentes,10081992,41,24,41,53,1
CC,7194532338,Manuela Castaneda,28051953,63,20,63,58,1
TI,3159688779,Manuela López,26021945,44,94,44,35,1
CC,7853645228,Sofía Cifuentes,08071975,86,65,86,35,0
CC,2278126699,David Murillo,16072003,94,87,94,54,0
CC,7065380611,David Murillo,02021968,81,60,81,29,0
TI,7644289637,Manuela López,23071943,68,40,68,40,0
CC,6462560975,Miguel Cifuentes,20081985,27,93,27,65,0
CC,7283765197,Miguel Rodríguez,26101993,99,99,99,22,1
TI,1497070606,Luis Rodríguez,04071944,68,34,68,52,0
CE,2824527338,Ana López,12041939,88,100,88,52,1
CE,0692284694,Ana González,11111967,13,25,13,1,0
TI,7286512900,Ana Cartagena,09101972,68,58,68,75,1
CC,1295822222,Carlos López,12041990,23,43,23,11,1
CC,7545639772,Laura Castaneda,22051999,19,44,19,42,1
CC,6011046295,Miguel Hurtado,24011983,63,11,63,52,0
TI,5184129249,David Martínez,28041970,19,74,19,87,0
TI,3438180952,Sofía Perez,09121992,20,42,20,40,1
TI,6641274619,Luis García,24101942,44,91,44,38,1
TI,2245639803,Ana Martínez,04121973,97,19,97,79,1
TI,7052840254,Sofía Hernández,14101986,25,6,25,93,1
CC,5533820143,Ana Cifuentes,07021954,91,35,91,94,0
TI,4213979301,David Cartagena,27112004,23,15,23,35,1
TI,0969531830,Luis González,09082002,86,22,86,36,1
TI,7585187733,Daniela González,13072007,25,51,25,4,0
TI,6566291921,Laura González,28041963,44,50,44,50,1
TI,6546878509,Luis Hernández,01081949,99,62,99,4,0
CE,6353192139,Ana Hernández,27011940,97,77,97,26,1
CC,3871255675,Melissa Martínez,04032008,50,22,50,40,1
CE,0361751698,Luis González,11061988,52,55,52,40,1
CE,3409839687,Ana Cifuentes,24021943,68,50,68,2,0
TI,9627872699,Melissa Castaneda,11011925,41,94,41,93,1
CC,2743949872,David Castaneda,20031932,25,21,25,41,0
CE,9324852413,Marcela Hernández,11071991,88,2,88,35,1
CE,6992351965,Sofía Murillo,04101985,81,98,81,31,0
CE,5584596989,Ana Perez,25091953,11,24,11,26,0
CC,4986071679,Melissa Rodríguez,22061944,50,29,50,19,1
CE,7367394826,Carlos Rodríguez,17101970,86,53,86,22,0
TI,4711588857,Manuela Cartagena,27011960,13,60,13,2,1
CE,3305602121,Gabriela Murillo,06091940,19,86,19,25,1
CC,5655540123,Juan Murillo,16021990,86,94,86,3,0
CC,7733926116,Carlos González,17041974,23,94,23,52,0
CC,4102333434,Gabriela Murillo,17061997,66,86,66,47,0
CC,2563921378,Marcela Martínez,02031968,81,98,81,26,0
CC,0956194672,Sofía Cartagena,04111995,5,19,5,20,0
CC,4454377036,Carlos Hernández,08011926,66,51,66,94,1
CE,1637868782,Gabriela Hurtado,01032006,66,31,66,88,1
CE,6930061686,María González,25071941,52,6,52,45,0
TI,6933869985,Sofía Murillo,26041928,88,81,88,41,0
TI,0515136613,Gabriela González,21101925,5,92,5,45,0
CC,4031527332,Sofía Murillo,08031925,95,25,95,97,0
TI,5906716449,David Cifuentes,07071964,54,13,54,68,0
TI,6326340326,Marcela Cartagena,07061966,70,90,70,81,1
CE,6217737327,Melissa Murillo,28021955,8,19,8,36,1
CE,6264770271,Gabriela González,03081949,85,26,85,74,0
TI,8665616932,Marcela Cifuentes,14081925,68,40,68,25,0
TI,2378820696,María García,11011948,11,91,11,93,1
CE,9514191028,Manuela García,03101956,15,50,15,26,0
TI,7905809420,Ana Rodríguez,01012001,13,77,13,59,0
TI,5058422251,Sofía Rodríguez,09051968,18,15,18,93,1
CC,8341587968,Melissa Hurtado,16102006,13,38,13,86,0
CC,2228499754,Ana García,10081934,27,100,27,74,0
CE,7549323079,Sofía Murillo,27111985,41,13,41,62,0
TI,9177708240,Gabriela González,23051979,44,78,44,21,0
TI,7302858311,David Perez,12081946,95,34,95,67,1
CE,3201574584,Gabriela Cifuentes,13101993,52,77,52,25,1
TI,0147560439,Ana García,02051982,91,83,91,32,1
CC,3258678693,Gabriela Cartagena,19021988,52,78,52,90,1
TI,1704148903,Laura Castaneda,07121974,20,86,20,42,1
CC,4433933305,Ana Martínez,20051951,73,3,73,73,0
CC,1249525390,Ana Martínez,22071948,17,54,17,32,0
CC,1453697993,Marcela López,25041933,44,10,44,78,1
TI,9849325263,Sofía Cartagena,05081956,20,60,20,59,0
CE,7704089687,Laura Hurtado,14071932,15,52,15,58,1
TI,4246508133,Laura Cifuentes,28012008,44,3,44,68,0
TI,2542548000,Melissa Cifuentes,05111988,44,24,44,4,1
TI,6799458490,Manuela Perez,26082003,85,42,85,73,1
CE,3021511679,Ana González,26021946,66,74,66,35,0
CC,2076044988,Melissa Rodríguez,16032001,27,52,27,65,1
CC,4073547917,Manuela González,14111986,5,44,5,13,1
CC,3794481621,Marcela Cifuentes,11062004,94,86,94,20,1
CC,3627410236,Luis Castaneda,11081935,52,2,52,10,0
CC,1813435434,Laura García,27011928,52,15,52,92,1
CE,5541406087,Luis González,15021971,97,53,97,31,0
CE,0742775271,Juan Perez,02051996,27,90,27,78,0
TI,4939392220,Sofía Cartagena,18111963,73,44,73,58,1
TI,3004530762,Carlos Murillo,23071943,68,22,68,25,0
CE,0740785667,Ana Hurtado,22101982,76,88,76,87,0
TI,0138494517,David Cartagena,05081986,91,79,91,43,0
CC,1855092351,Sofía González,10091968,23,10,23,81,0
CC,4854441114,Luis Cifuentes,25071984,85,77,85,83,0
TI,9203566892,Gabriela Murillo,24091931,47,67,47,47,0
CE,6264674966,Luis Hernández,28081960,41,52,41,19,1
TI,1383628232,Manuela Castaneda,19021950,27,86,27,79,1
CC,2724174599,Juan Hurtado,09111987,17,31,17,100,0
CC,4454310043,Carlos López,16051924,88,3,88,91,1
CE,8827303375,María Hernández,20061984,86,90,86,10,0
TI,1282385620,Daniela González,27121940,94,93,94,65,1
TI,2800652707,Sofía Cartagena,22101948,91,41,91,29,1
CC,4744605103,Marcela López,28061949,5,86,5,38,1
TI,5224410762,Gabriela Cifuentes,13111953,19,16,19,74,1
CE,9715765209,Sofía García,03101991,66,79,66,13,1
CC,3749842021,Carlos Martínez,26121999,66,91,66,2,0
TI,4427249469,Daniela Castaneda,04082008,17,1,17,2,1
CE,2249906107,Manuela Murillo,05081927,54,73,54,55,1
TI,6675463705,Ana Murillo,23091963,20,16,20,53,0
CC,9059214089,Miguel Rodríguez,23021959,85,32,85,99,0
CE,6697859820,Laura Martínez,23041922,27,47,27,1,1
CC,9543649973,Luis Castaneda,26021970,19,95,19,41,0
CE,2882278155,Juan González,19091958,13,15,13,19,0
CE,1259826776,Marcela Cifuentes,14061993,86,13,86,36,0
CC,0742745290,Marcela García,21051980,91,92,91,95,1
CC,5957374008,Daniela Cifuentes,13071992,81,30,81,34,0
CC,3782445501,Carlos Rodríguez,28111989,52,1,52,94,0
CE,2646824614,David Castaneda,26012003,66,19,66,87,1
TI,6173775831,Luis Cartagena,14111956,44,24,44,34,1
CC,2193873606,Marcela García,09111924,20,92,20,4,0
CC,0798139931,Luis Castaneda,20071969,54,16,54,54,0
CE,2087130086,Laura Martínez,24081940,23,22,23,30,0
CC,8860042059,David González,28122007,47,74,47,10,1
CE,2878919420,Melissa Martínez,12111960,5,11,5,54,0
CC,2697244724,Gabriela Martínez,17041989,11,73,11,97,1
CC,1806838159,Gabriela Hurtado,04051950,19,77,19,2,1
CE,4068873349,Marcela García,27021956,23,4,23,94,0
CE,8552412174,Marcela Hurtado,22011987,86,22,86,73,0
CC,7497588433,Miguel López,08051943,88,81,88,87,1
CE,9618159944,Miguel Hernández,03051980,52,35,52,51,1
TI,3624752222,Luis García,06062004,25,16,25,6,1
CC,1895556811,Gabriela Castaneda,11031972,91,98,91,6,1
TI,8063732607,David Perez,28071938,5,65,5,10,0
CC,0145885176,Sofía Castaneda,19051997,41,62,41,53,0
CC,8647946780,Gabriela Murillo,28101932,23,59,23,47,1
TI,0680145397,Juan López,02081990,54,93,54,100,0
CE,4641687652,Marcela Murillo,08012021,17,59,17,2,1
TI,8345549497,Miguel Cifuentes,07091938,97,92,97,90,1
CC,8656982310,Juan Hurtado,09091990,18,97,18,97,1
TI,4927467534,Ana García,23011964,52,87,52,77,1
CE,7556656475,Miguel Martínez,25061968,68,90,68,21,1
TI,4281315994,Marcela Rodríguez,27101935,25,73,25,91,1
CE,6303404960,Laura Cifuentes,20042004,18,30,18,34,0
CC,6027331791,David Martínez,28011993,47,81,47,59,0
CC,3611429165,David García,10022024,88,51,88,53,0
CE,8952441917,Marcela Castaneda,11112002,88,54,88,88,0
CC,5600452926,Miguel Cartagena,17111981,44,21,44,68,0
CE,8854241534,Manuela Cartagena,20091961,86,60,86,41,0
CC,0999600333,María Murillo,22041999,15,81,15,11,0
TI,7708053018,Laura Castaneda,05081944,76,4,76,59,0
CC,6210219662,Carlos Rodríguez,14021928,44,45,44,22,1
TI,5096684260,Marcela Murillo,11061961,81,60,81,45,1
TI,3014962676,María Cifuentes,23111992,63,58,63,92,0
CE,9635519334,Manuela Hurtado,10021969,85,55,85,87,1
CC,8168635633,Miguel Rodríguez,23021986,23,44,23,52,0
CC,9361839399,Gabriela Martínez,22071955,54,99,54,73,0
TI,4629218749,Laura García,23061977,5,11,5,65,0
TI,5601515328,Manuela Hernández,20091996,11,78,11,52,1
TI,0659976139,Marcela Hernández,19022000,17,58,17,42,0
CC,1323594140,Juan Cartagena,19041956,66,52,66,26,0
CE,3079665268,Miguel González,06021952,95,75,95,51,0
CE,3965216931,Marcela Perez,12071990,20,32,20,2,0
CC,8115665738,Daniela Perez,22041978,66,30,66,30,0
CC,6964084557,Melissa González,21011968,44,16,44,55,0
TI,7264532494,Daniela Hurtado,16111937,19,65,19,53,1
CC,3287411581,Marcela Murillo,28101955,25,25,25,3,1
CE,5045181630,Gabriela Castaneda,01021932,94,40,94,29,1
TI,1383863473,Juan Hurtado,03051986,88,81,88,4,1
CE,3619032657,Gabriela García,11101957,63,47,63,100,1
TI,8822510692,Miguel Cartagena,26121935,41,73,41,83,0
CE,6034444721,David Hurtado,04091995,15,4,15,100,0
CE,1162666566,Sofía Hurtado,06071974,63,24,63,42,1
CC,9568244631,Manuela Rodríguez,26081961,8,94,8,32,0
TI,8656678238,Marcela Rodríguez,15051900,50,65,50,11,1
TI,3176446948,Daniela López,25031974,68,79,68,55,0
TI,1336523768,Carlos Cartagena,28082023,44,68,44,10,0
CE,7885325111,Gabriela Perez,18091958,25,86,25,15,1
CC,5425721201,María Martínez,25091959,50,65,50,10,0
TI,0711455929,Melissa Hernández,16012023,95,40,95,51,1
TI,5769062850,Carlos Rodríguez,24071904,52,24,52,13,1
TI,0517781379,Manuela Perez,28071928,19,77,19,78,1
TI,5319252828,Marcela Perez,09011959,23,81,23,73,0
TI,7755685554,Gabriela Hurtado,23021946,47,6,47,75,0
TI,2488696736,Manuela Hurtado,07111988,8,31,8,93,1
CE,0830616130,Laura Hurtado,07072009,91,21,91,62,1
CE,7558354384,Melissa López,06012000,47,21,47,15,1
TI,6728103394,Daniela Perez,03111942,68,73,68,95,0
TI,2743676063,María Cartagena,27121953,11,94,11,41,0
TI,3352648285,Ana Murillo,04101926,15,100,15,94,1
TI,3774651886,Marcela González,05081962,81,42,81,38,1
TI,6661876392,David Murillo,01051968,68,32,68,34,1
CC,2620069280,Carlos Castaneda,01071955,41,87,41,21,1
TI,3535148571,Sofía Murillo,09041959,23,45,23,44,0
CC,1425135770,Manuela Cartagena,25121990,81,60,81,4,0
TI,8439899679,Luis González,08011928,73,19,73,98,1
CC,4610742327,David Cartagena,26081970,54,34,54,73,0
CE,4086630709,Sofía Murillo,01031981,73,20,73,75,1
CC,0910197304,Juan Cartagena,21022001,25,24,25,95,1
TI,4607076780,Carlos Cartagena,13081972,66,50,66,26,0
CC,1695257130,Ana Rodríguez,20061982,17,58,17,58,1
TI,2405700572,Juan Cifuentes,13021985,88,29,88,74,1
CE,2747674759,Juan García,01101993,99,94,99,91,1
TI,6392226056,Laura Hernández,09051943,85,3,85,11,0
CC,3775691200,Luis Rodríguez,05012006,50,68,50,20,1
CC,2287378872,Manuela López,08011943,11,29,11,29,0
CE,4691469425,Carlos Perez,09082013,99,42,99,40,1
TI,3057681745,Ana Martínez,11061981,15,91,15,53,1
TI,3055196070,Marcela Murillo,07071969,95,19,95,35,0
CE,9707428856,Sofía Martínez,24021947,18,65,18,16,1
CE,0594555910,Melissa Hurtado,08041958,94,52,94,50,0
TI,6318024786,María López,15051981,47,93,47,38,0
TI,1781204087,María Murillo,08041961,8,75,8,79,0
TI,3748778782,Gabriela Perez,14111981,41,100,41,4,0
CC,9293993521,Gabriela Cifuentes,20051944,50,87,50,94,1
CE,5339694943,Daniela Hurtado,23011943,73,10,73,20,0
CE,3214973478,David Perez,19031931,8,41,8,21,0
CE,6138729488,Juan Hernández,03041960,23,43,23,81,1
CC,4809857469,David García,03081955,68,74,68,47,1
TI,5049895904,Juan Hurtado,05061945,76,25,76,93,0
CE,9231620759,Ana Rodríguez,16071980,15,60,15,78,0
TI,3590813105,Ana González,17101936,88,29,88,62,1
TI,5750424417,Luis Cartagena,09072004,68,47,68,79,0
CE,7028962371,Carlos Hernández,16031946,95,42,95,68,1
TI,6815062722,Daniela González,26021928,19,83,19,44,1
CE,7952154525,Melissa Rodríguez,20042004,18,74,18,36,1
CC,6199492236,Manuela García,10011972,15,38,15,4,0
CE,2395881960,Laura Rodríguez,05121984,11,59,11,78,1
CE,0594359972,Ana Murillo,23041933,91,41,91,88,0
CE,1520824586,Ana Martínez,24042005,88,91,88,4,1
TI,1887627687,Luis Cifuentes,17021944,99,43,99,92,0
CE,5857416729,Sofía Cifuentes,10081969,18,55,18,43,0
TI,2214376002,Gabriela Rodríguez,23081938,66,15,66,94,0
CC,0511715675,Luis Rodríguez,12041962,73,25,73,13,0
TI,2655040298,Daniela Rodríguez,15092006,19,2,19,22,0
CE,4782092173,Laura Rodríguez,07031964,52,10,52,86,0
CE,4648142456,Manuela Cifuentes,25111976,99,47,99,51,0
CC,8529169815,Gabriela Cartagena,09041976,19,60,19,58,1
CC,4512249685,Ana Perez,21071970,50,79,50,11,1
CE,1640707514,María Cifuentes,08041963,19,53,19,86,1
CE,7538072228,Gabriela García,08071986,20,43,20,50,0
TI,9383522538,Marcela Cartagena,02071958,17,21,17,58,0
CE,6162600735,María Martínez,26061983,97,93,97,3,0
